trajectory_id,particle,phase_pre,phase_post,rel_x_pre_um,rel_y_pre_um,rel_z_pre_um,rel_x_post_um,rel_y_post_um,rel_z_post_um,step_len_um,edep_keV
T000582,alpha,ZnS,ZnS,-5.11531,0.292189,-1.93593,-5.16693,0.288169,-2.0105,0.551396,11.5483
T000582,alpha,ZnS,ZnS,-5.16693,0.288169,-2.0105,-5.16693,0.288169,-2.0105,0,0
T000583,Li7,BN,binder_void,0,0,0,0.00232,-0.101069,0.0845,0.13177,89.5577
T000583,Li7,binder_void,BN,0.00232,-0.101069,0.0845,0.00858,-0.922593,0.76758,1.06887,184.544
T000583,Li7,BN,binder_void,0.00858,-0.922593,0.76758,0.01788,-1.486723,1.20923,0.71759,369.327
T000583,Li7,binder_void,binder_void,0.01788,-1.486723,1.20923,0.14468,-2.813583,2.28052,1.72296,184.789
T000583,Li7,binder_void,ZnS,0.14468,-2.813583,2.28052,0.16568,-2.921733,2.32053,0.130768,6.44252
T000583,Li7,ZnS,ZnS,0.16568,-2.921733,2.32053,0.16938,-2.934673,2.32819,0.055127,2.41317
T000583,Li7,ZnS,binder_void,0.16938,-2.934673,2.32819,0.16898,-2.934123,2.32836,0.000709367,0.0296646
T000583,Li7,binder_void,binder_void,0.16898,-2.934123,2.32836,0.14318,-2.909893,2.36293,0.0772638,2.21735
T000583,Li7,binder_void,binder_void,0.14318,-2.909893,2.36293,0.17448,-2.930303,2.38975,0.0628094,0.680509
T000583,Li7,binder_void,binder_void,0.17448,-2.930303,2.38975,0.17448,-2.930303,2.38975,0,0
T000584,alpha,BN,binder_void,0,0,0,-0.00821,0.356646,-0.29816,0.464964,164.586
T000584,alpha,binder_void,BN,-0.00821,0.356646,-0.29816,-0.03305,1.627537,-1.37991,1.66929,252.074
T000584,alpha,BN,binder_void,-0.03305,1.627537,-1.37991,-0.04085,2.259117,-1.91341,0.826963,370.621
T000584,alpha,binder_void,BN,-0.04085,2.259117,-1.91341,-0.04168,2.396867,-2.02702,0.178563,35.1856
T000584,alpha,BN,binder_void,-0.04168,2.396867,-2.02702,-0.04575,3.070317,-2.57772,0.870489,406.231
T000584,alpha,binder_void,BN,-0.04575,3.070317,-2.57772,-0.06389,3.344937,-2.80195,0.355162,43.157
T000584,alpha,BN,binder_void,-0.06389,3.344937,-2.80195,-0.09016,4.053817,-3.36918,0.915321,179.527
T000584,alpha,binder_void,BN,-0.09016,4.053817,-3.36918,-0.10034,4.220237,-3.51555,0.230879,18.1345
T000584,alpha,BN,BN,-0.10034,4.220237,-3.51555,-0.10146,4.219797,-3.51902,0.0104403,0.48293
T000584,alpha,BN,BN,-0.10146,4.219797,-3.51902,-0.10146,4.219797,-3.51902,0,0
T000585,Li7,BN,binder_void,0,0,0,-0.16848,-0.0844,0.0154,0.189106,121.904
T000585,Li7,binder_void,ZnS,-0.16848,-0.0844,0.0154,-0.19038,-0.0953,0.01694,0.0245175,6.11674
T000585,Li7,ZnS,ZnS,-0.19038,-0.0953,0.01694,-1.64275,-0.69847,-0.05474,1.58599,711.979
T000585,Li7,ZnS,ZnS,-1.64275,-0.69847,-0.05474,-1.64275,-0.69847,-0.05474,0,0
T000586,alpha,BN,binder_void,0,0,0,0.39145,0.1962,-0.03576,0.439309,157.967
T000586,alpha,binder_void,BN,0.39145,0.1962,-0.03576,0.71093,0.3548,-0.0624,0.357701,57.6816
T000586,alpha,BN,binder_void,0.71093,0.3548,-0.0624,1.26629,0.6274,-0.10796,0.620368,248.702
T000586,alpha,binder_void,BN,1.26629,0.6274,-0.10796,1.34449,0.672,-0.12166,0.0911035,13.4969
T000586,alpha,BN,binder_void,1.34449,0.672,-0.12166,1.63549,0.8392,-0.17226,0.339476,148.876
T000586,alpha,binder_void,BN,1.63549,0.8392,-0.17226,1.68049,0.8651,-0.17945,0.0524048,9.44086
T000586,alpha,BN,binder_void,1.68049,0.8651,-0.17945,2.04149,1.0728,-0.23672,0.420456,189.88
T000586,alpha,binder_void,BN,2.04149,1.0728,-0.23672,2.56309,1.376,-0.31573,0.608565,115.875
T000586,alpha,BN,binder_void,2.56309,1.376,-0.31573,3.38919,1.8543,-0.44332,0.964067,372.981
T000586,alpha,binder_void,BN,3.38919,1.8543,-0.44332,3.59759,1.971,-0.43471,0.239175,29.1492
T000586,alpha,BN,BN,3.59759,1.971,-0.43471,4.32769,2.3417,-0.43141,0.836007,125.951
T000586,alpha,BN,BN,4.32769,2.3417,-0.43141,4.32769,2.3417,-0.43141,0,0
T000587,Li7,BN,binder_void,0,0,0,-0.03096,-0.2569,-0.03263,0.260887,171.619
T000587,Li7,binder_void,BN,-0.03096,-0.2569,-0.03263,-0.0774,-0.61496,-0.08102,0.364373,65.9412
T000587,Li7,BN,binder_void,-0.0774,-0.61496,-0.08102,-0.15597,-1.16637,-0.14736,0.561467,323.053
T000587,Li7,binder_void,BN,-0.15597,-1.16637,-0.14736,-0.26555,-1.88756,-0.25661,0.738918,75.8204
T000587,Li7,BN,BN,-0.26555,-1.88756,-0.25661,-0.47769,-2.84581,-0.42447,1.01891,203.566
T000587,Li7,BN,BN,-0.47769,-2.84581,-0.42447,-0.47769,-2.84581,-0.42447,0,0
T000588,alpha,BN,binder_void,0,0,0,0.03781,0.3137,0.03985,0.318453,123.163
T000588,alpha,binder_void,BN,0.03781,0.3137,0.03985,0.14374,1.2036,0.14936,0.902867,131.593
T000588,alpha,BN,binder_void,0.14374,1.2036,0.14936,0.19966,1.6955,0.2104,0.498877,205.798
T000588,alpha,binder_void,BN,0.19966,1.6955,0.2104,0.28809,2.4797,0.30747,0.795154,129.054
T000588,alpha,BN,binder_void,0.28809,2.4797,0.30747,0.33405,2.9219,0.3655,0.448479,179.381
T000588,alpha,binder_void,BN,0.33405,2.9219,0.3655,0.33939,2.9682,0.37075,0.0468719,6.2478
T000588,alpha,BN,binder_void,0.33939,2.9682,0.37075,0.42128,3.6963,0.45336,0.737667,323.945
T000588,alpha,binder_void,ZnS,0.42128,3.6963,0.45336,0.46123,3.9868,0.47382,0.294034,46.6526
T000588,alpha,ZnS,ZnS,0.46123,3.9868,0.47382,0.77925,6.1626,0.6671,2.34412,324.167
T000588,alpha,ZnS,ZnS,0.77925,6.1626,0.6671,0.77925,6.1626,0.6671,0,0
T000589,Li7,BN,binder_void,0,0,0,-0.5786,0.04099,-0.48992,0.759789,433.237
T000589,Li7,binder_void,BN,-0.5786,0.04099,-0.48992,-0.7507,0.04742,-0.62233,0.217316,31.3789
T000589,Li7,BN,binder_void,-0.7507,0.04742,-0.62233,-1.3605,0.06716,-1.09342,0.773684,323.129
T000589,Li7,binder_void,BN,-1.3605,0.06716,-1.09342,-1.4568,0.05712,-1.17038,0.124493,7.28628
T000589,Li7,BN,BN,-1.4568,0.05712,-1.17038,-1.8827,0.10693,-1.30672,0.479393,44.969
T000589,Li7,BN,BN,-1.8827,0.10693,-1.30672,-1.8827,0.10693,-1.30672,0,0
T000590,alpha,BN,binder_void,0,0,0,0.1513,-0.01072,0.12812,0.19854,78.5551
T000590,alpha,binder_void,BN,0.1513,-0.01072,0.12812,0.6627,-0.04846,0.56846,0.67595,90.8574
T000590,alpha,BN,binder_void,0.6627,-0.04846,0.56846,1.3541,-0.0949,1.17126,0.918595,391.364
T000590,alpha,binder_void,BN,1.3541,-0.0949,1.17126,1.4563,-0.10381,1.259,0.135004,23.7573
T000590,alpha,BN,binder_void,1.4563,-0.10381,1.259,2.0812,-0.16168,1.79634,0.826501,360.701
T000590,alpha,binder_void,BN,2.0812,-0.16168,1.79634,2.1179,-0.16563,1.82724,0.04808,7.83262
T000590,alpha,BN,binder_void,2.1179,-0.16563,1.82724,2.7658,-0.23363,2.37413,0.851407,374.276
T000590,alpha,binder_void,BN,2.7658,-0.23363,2.37413,3.17222,-0.25987,2.75415,0.55818,60.6414
T000590,alpha,BN,BN,3.17222,-0.25987,2.75415,3.65653,-0.26094,3.17571,0.666332,82.0147
T000590,alpha,BN,BN,3.65653,-0.26094,3.17571,3.65653,-0.26094,3.17571,0,0
T000591,Li7,BN,binder_void,0,0,0,0.1972,-0.06013,0.03086,0.20849,133.008
T000591,Li7,binder_void,BN,0.1972,-0.06013,0.03086,0.3562,-0.10913,0.05422,0.168095,26.0751
T000591,Li7,BN,binder_void,0.3562,-0.10913,0.05422,1.2185,-0.37189,0.18189,0.911699,438.908
T000591,Li7,binder_void,BN,1.2185,-0.37189,0.18189,1.3502,-0.41817,0.20503,0.141572,18.6349
T000591,Li7,BN,BN,1.3502,-0.41817,0.20503,2.1189,-0.6772,0.34531,0.833022,223.374
T000591,Li7,BN,BN,2.1189,-0.6772,0.34531,2.1189,-0.6772,0.34531,0,0
T000592,alpha,BN,binder_void,0,0,0,-0.6841,0.20858,-0.10705,0.723165,280.638
T000592,alpha,binder_void,BN,-0.6841,0.20858,-0.10705,-3.1602,0.9545,-0.47069,2.61203,419.744
T000592,alpha,BN,binder_void,-3.1602,0.9545,-0.47069,-3.2855,0.9912,-0.48914,0.131863,55.8601
T000592,alpha,binder_void,ZnS,-3.2855,0.9912,-0.48914,-4.7725,1.4418,-0.70687,1.5694,274.89
T000592,alpha,ZnS,binder_void,-4.7725,1.4418,-0.70687,-5.2195,1.5792,-0.78826,0.476494,156.654
T000592,alpha,binder_void,BN,-5.2195,1.5792,-0.78826,-6.2235,1.9136,-0.97738,1.07626,130.561
T000592,alpha,BN,binder_void,-6.2235,1.9136,-0.97738,-6.7744,2.0685,-1.09208,0.587709,113.844
T000592,alpha,binder_void,BN,-6.7744,2.0685,-1.09208,-6.9616,2.1394,-1.12634,0.204984,5.89381
T000592,alpha,BN,BN,-6.9616,2.1394,-1.12634,-7.2733,2.2996,-1.19853,0.405873,31.915
T000592,alpha,BN,BN,-7.2733,2.2996,-1.19853,-7.2733,2.2996,-1.19853,0,0
T000593,Li7,BN,binder_void,0,0,0,-0.0824,-0.3729,0.1205,0.400618,257.086
T000593,Li7,binder_void,BN,-0.0824,-0.3729,0.1205,-0.12609,-0.6013,0.1946,0.24409,33.0578
T000593,Li7,BN,binder_void,-0.12609,-0.6013,0.1946,-0.26344,-1.32654,0.4261,0.774948,358.112
T000593,Li7,binder_void,BN,-0.26344,-1.32654,0.4261,-0.28171,-1.43923,0.4763,0.124779,12.2689
T000593,Li7,BN,BN,-0.28171,-1.43923,0.4763,-0.40692,-2.22531,0.825,0.88764,179.476
T000593,Li7,BN,BN,-0.40692,-2.22531,0.825,-0.40692,-2.22531,0.825,0,0
T000594,alpha,BN,binder_void,0,0,0,0.0695,0.31458,-0.1017,0.337845,129.599
T000594,alpha,binder_void,BN,0.0695,0.31458,-0.1017,0.53411,2.33728,-0.757,2.17666,353.854
T000594,alpha,BN,binder_void,0.53411,2.33728,-0.757,0.65692,2.87868,-0.9298,0.581522,263.661
T000594,alpha,binder_void,BN,0.65692,2.87868,-0.9298,0.84754,3.88361,-1.259,1.07472,191.368
T000594,alpha,BN,binder_void,0.84754,3.88361,-1.259,0.99273,4.628009,-1.5054,0.798101,325.371
T000594,alpha,binder_void,ZnS,0.99273,4.628009,-1.5054,1.37377,6.15336,-2.1616,1.71033,92.6149
T000594,alpha,ZnS,ZnS,1.37377,6.15336,-2.1616,1.17941,7.17541,-2.0399,1.13243,102.176
T000594,alpha,ZnS,ZnS,1.17941,7.17541,-2.0399,1.13022,7.24789,-2.0264,0.54729,11.3564
T000594,alpha,ZnS,ZnS,1.13022,7.24789,-2.0264,1.13022,7.24789,-2.0264,0,0
T000595,Li7,BN,binder_void,0,0,0,-0.49212,-0.03996,0.4209,0.649112,415.716
T000595,Li7,binder_void,BN,-0.49212,-0.03996,0.4209,-0.51481,-0.04098,0.4402,0.0298053,5.95502
T000595,Li7,BN,binder_void,-0.51481,-0.04098,0.4402,-1.0915,-0.06647,0.932,0.759437,386.798
T000595,Li7,binder_void,outside,-1.0915,-0.06647,0.932,-1.30875,-0.06876,1.106,0.278675,28.2347
T000596,alpha,BN,binder_void,0,0,0,0.15815,0.01285,-0.1353,0.208521,67.6771
T000596,alpha,binder_void,BN,0.15815,0.01285,-0.1353,1.21477,0.09603,-1.0454,1.3971,191.986
T000596,alpha,BN,binder_void,1.21477,0.09603,-1.0454,1.53358,0.12495,-1.3211,0.422484,168.961
T000596,alpha,binder_void,BN,1.53358,0.12495,-1.3211,2.54749,0.21565,-2.185,1.33522,200.733
T000596,alpha,BN,binder_void,2.54749,0.21565,-2.185,3.24375,0.26895,-2.7789,0.916919,389.486
T000596,alpha,binder_void,BN,3.24375,0.26895,-2.7789,3.25818,0.27014,-2.7918,0.0193301,3.958
T000596,alpha,BN,binder_void,3.25818,0.27014,-2.7918,3.99108,0.32788,-3.4382,0.979512,462.784
T000596,alpha,binder_void,BN,3.99108,0.32788,-3.4382,4.15548,0.33905,-3.5855,0.221048,31.6324
T000596,alpha,BN,binder_void,4.15548,0.33905,-3.5855,4.50988,0.3665,-3.90605,0.479491,150.836
T000596,alpha,binder_void,BN,4.50988,0.3665,-3.90605,4.66218,0.38473,-4.06838,0.223646,20.8211
T000596,alpha,BN,binder_void,4.66218,0.38473,-4.06838,4.85108,0.40553,-4.27413,0.282447,62.2513
T000596,alpha,binder_void,BN,4.85108,0.40553,-4.27413,5.01808,0.40919,-4.59457,0.376189,6.85915
T000596,alpha,BN,BN,5.01808,0.40919,-4.59457,4.97558,0.36236,-4.76328,0.205041,18.0159
T000596,alpha,BN,BN,4.97558,0.36236,-4.76328,4.97558,0.36236,-4.76328,0,0
T000597,Li7,BN,binder_void,0,0,0,-0.0178,0.18697,0.11797,0.221837,144.919
T000597,Li7,binder_void,BN,-0.0178,0.18697,0.11797,-0.0229,0.23432,0.14682,0.0556826,8.33948
T000597,Li7,BN,binder_void,-0.0229,0.23432,0.14682,-0.0861,0.87601,0.53829,0.755159,417.468
T000597,Li7,binder_void,BN,-0.0861,0.87601,0.53829,-0.1122,1.04582,0.66764,0.215163,20.2093
T000597,Li7,BN,binder_void,-0.1122,1.04582,0.66764,-0.1957,1.61382,1.08058,0.712513,204.648
T000597,Li7,binder_void,BN,-0.1957,1.61382,1.08058,-0.2034,1.67692,1.15049,0.0951316,5.15584
T000597,Li7,BN,BN,-0.2034,1.67692,1.15049,-0.1652,1.80207,1.47658,0.386427,39.2606
T000597,Li7,BN,BN,-0.1652,1.80207,1.47658,-0.1652,1.80207,1.47658,0,0
T000598,alpha,BN,binder_void,0,0,0,0.0175,-0.18496,-0.1167,0.219403,74.1128
T000598,alpha,binder_void,ZnS,0.0175,-0.18496,-0.1167,0.0492,-0.52475,-0.33085,0.402904,64.7692
T000598,alpha,ZnS,ZnS,0.0492,-0.52475,-0.33085,0.4476,-4.48081,-2.84926,4.74471,1331.12
T000598,alpha,ZnS,ZnS,0.4476,-4.48081,-2.84926,0.4476,-4.48081,-2.84926,0,0
T000599,Li7,BN,binder_void,0,0,0,-0.0151,-0.00501,0.08708,0.0885243,59.6131
T000599,Li7,binder_void,BN,-0.0151,-0.00501,0.08708,-0.0685,-0.02463,0.41045,0.328376,55.1719
T000599,Li7,BN,binder_void,-0.0685,-0.02463,0.41045,-0.1136,-0.04058,0.68301,0.276802,168.918
T000599,Li7,binder_void,BN,-0.1136,-0.04058,0.68301,-0.2771,-0.11714,1.90582,1.23714,176.239
T000599,Li7,BN,binder_void,-0.2771,-0.11714,1.90582,-0.3629,-0.11734,2.34603,0.449315,202.148
T000599,Li7,binder_void,BN,-0.3629,-0.11734,2.34603,-0.4175,-0.10557,2.65812,0.317572,30.6354
T000599,Li7,BN,binder_void,-0.4175,-0.10557,2.65812,-0.5398,-0.05432,3.30432,0.672878,145.578
T000599,Li7,binder_void,binder_void,-0.5398,-0.05432,3.30432,-0.5416,-0.06096,3.32479,0.0657622,1.69707
T000599,Li7,binder_void,binder_void,-0.5416,-0.06096,3.32479,-0.5416,-0.06096,3.32479,0,0
T000600,alpha,BN,binder_void,0,0,0,0.0936,0.0311,-0.54081,0.549773,208.35
T000600,alpha,binder_void,ZnS,0.0936,0.0311,-0.54081,0.1897,0.06093,-1.13815,0.60578,83.5645
T000600,alpha,ZnS,binder_void,0.1897,0.06093,-1.13815,0.4692,0.14271,-2.85946,1.75022,603.8
T000600,alpha,binder_void,BN,0.4692,0.14271,-2.85946,0.6262,0.09491,-3.50924,0.670312,110.966
T000600,alpha,BN,binder_void,0.6262,0.09491,-3.50924,0.8568,0.02295,-4.44909,0.971728,453.607
T000600,alpha,binder_void,binder_void,0.8568,0.02295,-4.44909,0.8845,-0.04874,-4.63969,0.228554,9.71233
T000600,alpha,binder_void,binder_void,0.8845,-0.04874,-4.63969,0.8845,-0.04874,-4.63969,0,0
T000601,Li7,BN,binder_void,0,0,0,0.05447,-0.39469,-0.08053,0.406641,267.031
T000601,Li7,binder_void,ZnS,0.05447,-0.39469,-0.08053,0.15,-1.0871,-0.20742,0.710706,109.59
T000601,Li7,ZnS,ZnS,0.15,-1.0871,-0.20742,0.51243,-2.49157,-0.44673,1.50816,431.254
T000601,Li7,ZnS,binder_void,0.51243,-2.49157,-0.44673,0.54448,-2.50573,-0.48049,0.0541235,11.1482
T000601,Li7,binder_void,binder_void,0.54448,-2.50573,-0.48049,0.46015,-2.73164,-0.76926,0.413805,21.5766
T000601,Li7,binder_void,binder_void,0.46015,-2.73164,-0.76926,0.46015,-2.73164,-0.76926,0,0
T000602,alpha,BN,binder_void,0,0,0,-0.06509,0.47165,0.09625,0.485788,186.723
T000602,alpha,binder_void,ZnS,-0.06509,0.47165,0.09625,-0.13176,0.9575,0.20091,0.501453,78.8623
T000602,alpha,ZnS,binder_void,-0.13176,0.9575,0.20091,-0.51629,3.68973,0.78984,2.83382,960.742
T000602,alpha,binder_void,ZnS,-0.51629,3.68973,0.78984,-0.58653,4.43596,1.05847,0.797101,100.155
T000602,alpha,ZnS,ZnS,-0.58653,4.43596,1.05847,-0.74525,5.70205,1.56667,1.64286,143.518
T000602,alpha,ZnS,ZnS,-0.74525,5.70205,1.56667,-0.74525,5.70205,1.56667,0,0
T000603,Li7,BN,binder_void,0,0,0,-0.13152,0.07354,-0.31992,0.353744,231.879
T000603,Li7,binder_void,BN,-0.13152,0.07354,-0.31992,-0.17199,0.09831,-0.42121,0.111863,21.9983
T000603,Li7,BN,binder_void,-0.17199,0.09831,-0.42121,-0.47093,0.2832,-1.18441,0.841704,404.381
T000603,Li7,binder_void,ZnS,-0.47093,0.2832,-1.18441,-0.64052,0.39851,-1.75507,0.608384,56.4711
T000603,Li7,ZnS,ZnS,-0.64052,0.39851,-1.75507,-0.66305,0.64979,-2.220443,0.555864,98.5807
T000603,Li7,ZnS,ZnS,-0.66305,0.64979,-2.220443,-0.48904,0.97065,-2.315124,0.499044,26.6893
T000603,Li7,ZnS,ZnS,-0.48904,0.97065,-2.315124,-0.48904,0.97065,-2.315124,0,0
T000604,alpha,BN,binder_void,0,0,0,0.20766,-0.11613,0.50514,0.558407,206.478
T000604,alpha,binder_void,BN,0.20766,-0.11613,0.50514,0.29567,-0.1649,0.71622,0.233836,37.1157
T000604,alpha,BN,binder_void,0.29567,-0.1649,0.71622,0.58069,-0.32961,1.41177,0.769641,299.194
T000604,alpha,binder_void,BN,0.58069,-0.32961,1.41177,0.68686,-0.38787,1.66218,0.278162,44.7785
T000604,alpha,BN,binder_void,0.68686,-0.38787,1.66218,0.9426,-0.5313,2.26681,0.672138,291.383
T000604,alpha,binder_void,BN,0.9426,-0.5313,2.26681,1.2006,-0.66247,2.87894,0.677221,120.12
T000604,alpha,BN,binder_void,1.2006,-0.66247,2.87894,1.51209,-0.84708,3.60935,0.816093,329.927
T000604,alpha,binder_void,BN,1.51209,-0.84708,3.60935,1.64241,-0.92134,3.89678,0.324606,27.3879
T000604,alpha,BN,binder_void,1.64241,-0.92134,3.89678,1.76025,-0.98756,4.17316,0.309355,79.0592
T000604,alpha,binder_void,ZnS,1.76025,-0.98756,4.17316,2.01856,-1.03201,4.8035,0.716146,3.42026
T000604,alpha,ZnS,ZnS,2.01856,-1.03201,4.8035,1.96641,-1.11054,4.931,0.169906,27.7699
T000604,alpha,ZnS,ZnS,1.96641,-1.11054,4.931,1.92193,-1.01225,4.96908,0.155797,2.55185
T000604,alpha,ZnS,ZnS,1.92193,-1.01225,4.96908,1.92179,-1.01059,4.97213,0.158028,0.813379
T000604,alpha,ZnS,ZnS,1.92179,-1.01059,4.97213,1.92179,-1.01059,4.97213,0,0
T000605,Li7,BN,binder_void,0,0,0,-0.10412,0.129847,0.08639,0.187553,123.84
T000605,Li7,binder_void,BN,-0.10412,0.129847,0.08639,-0.17647,0.2157715,0.14391,0.126206,21.8342
T000605,Li7,BN,binder_void,-0.17647,0.2157715,0.14391,-0.33803,0.410547,0.27385,0.284567,169.299
T000605,Li7,binder_void,BN,-0.33803,0.410547,0.27385,-0.48427,0.580497,0.38636,0.2509,32.5483
T000605,Li7,BN,binder_void,-0.48427,0.580497,0.38636,-0.76684,0.899549,0.62346,0.488307,244.329
T000605,Li7,binder_void,BN,-0.76684,0.899549,0.62346,-1.15038,1.447685,0.98159,0.760574,76.6889
T000605,Li7,BN,BN,-1.15038,1.447685,0.98159,-1.59805,2.171865,1.39195,0.97428,171.46
T000605,Li7,BN,BN,-1.59805,2.171865,1.39195,-1.59805,2.171865,1.39195,0,0
T000606,alpha,BN,binder_void,0,0,0,0.33694,-0.42018,-0.27955,0.606868,239.532
T000606,alpha,binder_void,BN,0.33694,-0.42018,-0.27955,1.87791,-2.310015,-1.5804138,2.76431,408.91
T000606,alpha,BN,binder_void,1.87791,-2.310015,-1.5804138,2.34331,-2.928435,-1.995326,0.878511,367.077
T000606,alpha,binder_void,BN,2.34331,-2.928435,-1.995326,2.63621,-3.296275,-2.25653,0.537998,92.6571
T000606,alpha,BN,binder_void,2.63621,-3.296275,-2.25653,2.69341,-3.367375,-2.308296,0.104925,41.0643
T000606,alpha,binder_void,BN,2.69341,-3.367375,-2.308296,3.09181,-3.865975,-2.659258,0.728787,114.438
T000606,alpha,BN,binder_void,3.09181,-3.865975,-2.659258,3.37431,-4.241745,-2.92158,0.540136,124.621
T000606,alpha,binder_void,BN,3.37431,-4.241745,-2.92158,3.51921,-4.363035,-3.0605,0.235066,23.6001
T000606,alpha,BN,binder_void,3.51921,-4.363035,-3.0605,3.73461,-4.487265,-3.28915,0.346211,29.5787
T000606,alpha,binder_void,BN,3.73461,-4.487265,-3.28915,3.73461,-4.487265,-3.28915,0,0
T000606,alpha,BN,binder_void,3.73461,-4.487265,-3.28915,3.77511,-4.496275,-3.29982,0.0432564,7.06846
T000606,alpha,binder_void,binder_void,3.77511,-4.496275,-3.29982,4.44851,-4.451355,-3.4221,0.820797,21.4529
T000606,alpha,binder_void,binder_void,4.44851,-4.451355,-3.4221,4.44851,-4.451355,-3.4221,0,0
T000607,Li7,BN,binder_void,0,0,0,0.03512,0.1455381,0.07423,0.16713,109.722
T000607,Li7,binder_void,BN,0.03512,0.1455381,0.07423,0.19771,0.77761,0.39728,0.728433,122.069
T000607,Li7,BN,binder_void,0.19771,0.77761,0.39728,0.34557,1.375975,0.71266,0.693234,348.302
T000607,Li7,binder_void,BN,0.34557,1.375975,0.71266,0.42067,1.710995,0.87288,0.379258,45.7617
T000607,Li7,BN,BN,0.42067,1.710995,0.87288,0.58708,2.575905,1.32485,1.00933,214.145
T000607,Li7,BN,BN,0.58708,2.575905,1.32485,0.58708,2.575905,1.32485,0,0
T000608,alpha,BN,binder_void,0,0,0,-0.1431,-0.593064,-0.30249,0.681021,254.16
T000608,alpha,binder_void,BN,-0.1431,-0.593064,-0.30249,-0.17474,-0.729785,-0.37294,0.157028,26.4319
T000608,alpha,BN,binder_void,-0.17474,-0.729785,-0.37294,-0.23607,-0.995375,-0.50985,0.30505,119.393
T000608,alpha,binder_void,BN,-0.23607,-0.995375,-0.50985,-0.2591,-1.102025,-0.56411,0.121857,18.6069
T000608,alpha,BN,binder_void,-0.2591,-1.102025,-0.56411,-0.39929,-1.745355,-0.890573,0.735065,308.783
T000608,alpha,binder_void,BN,-0.39929,-1.745355,-0.890573,-0.58522,-2.638285,-1.334317,1.01447,188.35
T000608,alpha,BN,binder_void,-0.58522,-2.638285,-1.334317,-0.69707,-3.140145,-1.5974185,0.577875,230.094
T000608,alpha,binder_void,BN,-0.69707,-3.140145,-1.5974185,-0.73598,-3.276785,-1.6702897,0.159682,21.6474
T000608,alpha,BN,binder_void,-0.73598,-3.276785,-1.6702897,-0.94531,-4.024205,-2.092738,0.886246,181.239
T000608,alpha,binder_void,ZnS,-0.94531,-4.024205,-2.092738,-0.99927,-4.163285,-2.166439,0.166529,16.4403
T000608,alpha,ZnS,ZnS,-0.99927,-4.163285,-2.166439,-1.30677,-4.698125,-2.85888,0.984805,100.453
T000608,alpha,ZnS,ZnS,-1.30677,-4.698125,-2.85888,-1.3249,-4.704395,-2.87466,0.356133,4.40112
T000608,alpha,ZnS,ZnS,-1.3249,-4.704395,-2.87466,-1.3249,-4.704395,-2.87466,0,0
T000609,Li7,BN,binder_void,0,0,0,0.08408,-0.1207,-0.02507,0.149284,98.1292
T000609,Li7,binder_void,BN,0.08408,-0.1207,-0.02507,0.54919,-0.7756,-0.13869,0.811476,143.24
T000609,Li7,BN,binder_void,0.54919,-0.7756,-0.13869,1.09161,-1.5293,-0.28373,0.941655,459.714
T000609,Li7,binder_void,BN,1.09161,-1.5293,-0.28373,1.30156,-1.7796,-0.32706,0.330564,25.7824
T000609,Li7,BN,binder_void,1.30156,-1.7796,-0.32706,1.58435,-2.1026,-0.36014,0.438668,107.555
T000609,Li7,binder_void,binder_void,1.58435,-2.1026,-0.36014,1.6377,-2.1468,-0.34418,0.0939512,4.11904
T000609,Li7,binder_void,BN,1.6377,-2.1468,-0.34418,1.63976,-2.1486,-0.34334,0.0031488,0.104934
T000609,Li7,BN,BN,1.63976,-2.1486,-0.34334,1.64528,-2.1502,-0.34227,0.0149015,1.0936
T000609,Li7,BN,BN,1.64528,-2.1502,-0.34227,1.64501,-2.1559,-0.34352,0.0192748,0.261619
T000609,Li7,BN,BN,1.64501,-2.1559,-0.34352,1.64501,-2.1559,-0.34352,0,0
T000610,alpha,BN,binder_void,0,0,0,-0.36503,0.5244,0.10884,0.648145,250.953
T000610,alpha,binder_void,BN,-0.36503,0.5244,0.10884,-0.57729,0.826,0.17086,0.373991,57.8333
T000610,alpha,BN,binder_void,-0.57729,0.826,0.17086,-1.00486,1.4193,0.30435,0.743585,327.732
T000610,alpha,binder_void,BN,-1.00486,1.4193,0.30435,-1.59401,2.2554,0.48704,1.03917,173.069
T000610,alpha,BN,binder_void,-1.59401,2.2554,0.48704,-1.95911,2.771,0.60126,0.64225,265.888
T000610,alpha,binder_void,BN,-1.95911,2.771,0.60126,-2.45191,3.4493,0.75202,0.852235,136.731
T000610,alpha,BN,BN,-2.45191,3.4493,0.75202,-3.00541,4.1912,0.93125,0.947115,257.794
T000610,alpha,BN,BN,-3.00541,4.1912,0.93125,-3.00541,4.1912,0.93125,0,0
T000611,Li7,BN,binder_void,0,0,0,0.11463,-0.1037,0.07235,0.170726,112.072
T000611,Li7,binder_void,BN,0.11463,-0.1037,0.07235,0.17002,-0.1389,0.09775,0.0703538,12.6659
T000611,Li7,BN,binder_void,0.17002,-0.1389,0.09775,0.80951,-0.5407,0.39013,0.81079,416.891
T000611,Li7,binder_void,BN,0.80951,-0.5407,0.39013,1.11715,-0.758,0.5465,0.408122,48.7438
T000611,Li7,BN,binder_void,1.11715,-0.758,0.5465,1.66678,-1.1271,0.86039,0.738514,231.225
T000611,Li7,binder_void,binder_void,1.66678,-1.1271,0.86039,1.7476,-1.3342,1.02679,0.292104,12.5468
T000611,Li7,binder_void,binder_void,1.7476,-1.3342,1.02679,1.90866,-1.4304,1.09105,0.265854,8.45262
