trajectory_id,particle,phase_pre,phase_post,rel_x_pre_um,rel_y_pre_um,rel_z_pre_um,rel_x_post_um,rel_y_post_um,rel_z_post_um,step_len_um,edep_keV
T000031,Li7,BN,BN,1.5832,-0.20523,-0.77759,1.8282,-0.23232,-0.89543,0.288706,24.9985
T000031,Li7,BN,BN,1.8282,-0.23232,-0.89543,1.8955,-0.26173,-0.91654,0.231838,8.27864
T000031,Li7,BN,BN,1.8955,-0.26173,-0.91654,1.8955,-0.26173,-0.91654,0,0
T000032,alpha,BN,binder_void,0,0,0,-0.1909,0.02068,0.10672,0.219661,77.7538
T000032,alpha,binder_void,BN,-0.1909,0.02068,0.10672,-0.7044,0.07656,0.39432,0.591216,80.0146
T000032,alpha,BN,binder_void,-0.7044,0.07656,0.39432,-1.10921,0.12192,0.6239,0.467653,178.164
T000032,alpha,binder_void,BN,-1.10921,0.12192,0.6239,-1.61984,0.17538,0.90712,0.586383,95.9826
T000032,alpha,BN,binder_void,-1.61984,0.17538,0.90712,-2.33036,0.24698,1.29593,0.813284,350.848
T000032,alpha,binder_void,ZnS,-2.33036,0.24698,1.29593,-2.6654,0.27181,1.47844,0.382358,72.016
T000032,alpha,ZnS,ZnS,-2.6654,0.27181,1.47844,-5.40273,0.489,2.95028,3.19701,615.221
T000032,alpha,ZnS,ZnS,-5.40273,0.489,2.95028,-5.40273,0.489,2.95028,0,0
T000033,Li7,BN,binder_void,0,0,0,0.239068,0.059,0.1984,0.316319,207.656
T000033,Li7,binder_void,BN,0.239068,0.059,0.1984,0.253446,0.0622,0.21039,0.0189831,2.564
T000033,Li7,BN,binder_void,0.253446,0.0622,0.21039,0.719508,0.1636,0.59772,0.615066,341.88
T000033,Li7,binder_void,BN,0.719508,0.1636,0.59772,0.768418,0.1697,0.63468,0.0616086,9.20271
T000033,Li7,BN,binder_void,0.768418,0.1697,0.63468,1.494928,0.2613,1.17958,0.920907,258.818
T000033,Li7,binder_void,ZnS,1.494928,0.2613,1.17958,1.551268,0.2711,1.27818,0.118413,5.90077
T000033,Li7,ZnS,ZnS,1.551268,0.2711,1.27818,1.531358,0.293,1.32691,0.0854097,3.16716
T000033,Li7,ZnS,ZnS,1.531358,0.293,1.32691,1.514068,0.3169,1.35152,0.0896059,5.84478
T000033,Li7,ZnS,ZnS,1.514068,0.3169,1.35152,1.517738,0.3498,1.3614,0.0885865,3.77358
T000033,Li7,ZnS,ZnS,1.517738,0.3498,1.3614,1.488528,0.3764,1.34198,0.0824112,1.19334
T000033,Li7,ZnS,ZnS,1.488528,0.3764,1.34198,1.488528,0.3764,1.34198,0,0
T000034,alpha,BN,binder_void,0,0,0,-0.229182,-0.0566,-0.1902,0.303165,106.898
T000034,alpha,binder_void,BN,-0.229182,-0.0566,-0.1902,-0.63987,-0.1588,-0.53071,0.543209,84.2874
T000034,alpha,BN,binder_void,-0.63987,-0.1588,-0.53071,-1.39228,-0.3439,-1.15264,0.993756,415.524
T000034,alpha,binder_void,BN,-1.39228,-0.3439,-1.15264,-1.929662,-0.4842,-1.61143,0.720444,126.39
T000034,alpha,BN,binder_void,-1.929662,-0.4842,-1.61143,-2.236612,-0.5712,-1.87847,0.416133,194.621
T000034,alpha,binder_void,BN,-2.236612,-0.5712,-1.87847,-3.575362,-0.9568,-3.03899,1.8143,272.8
T000034,alpha,BN,binder_void,-3.575362,-0.9568,-3.03899,-3.824392,-1.027,-3.22965,0.321733,123.785
T000034,alpha,binder_void,BN,-3.824392,-1.027,-3.22965,-4.340862,-1.1482,-3.59233,0.644159,55.094
T000034,alpha,BN,BN,-4.340862,-1.1482,-3.59233,-4.904242,-1.2428,-3.96087,0.702246,90.6001
T000034,alpha,BN,BN,-4.904242,-1.2428,-3.96087,-4.904242,-1.2428,-3.96087,0,0
T000035,Li7,BN,binder_void,0,0,0,-0.207569,-0.0711,-0.14744,0.264399,159.654
T000035,Li7,binder_void,BN,-0.207569,-0.0711,-0.14744,-0.6671987,-0.2269,-0.49513,0.597166,88.2477
T000035,Li7,BN,binder_void,-0.6671987,-0.2269,-0.49513,-1.400096,-0.4744,-1.0423,0.949426,451.006
T000035,Li7,binder_void,BN,-1.400096,-0.4744,-1.0423,-1.454395,-0.491,-1.08969,0.0740051,7.5216
T000035,Li7,BN,binder_void,-1.454395,-0.491,-1.08969,-1.805002,-0.5706,-1.44293,0.512405,108.116
T000035,Li7,binder_void,binder_void,-1.805002,-0.5706,-1.44293,-2.040092,-0.7709,-1.76508,0.48265,22.6732
T000035,Li7,binder_void,binder_void,-2.040092,-0.7709,-1.76508,-2.067112,-0.7352,-1.76179,0.349051,2.78108
T000035,Li7,binder_void,binder_void,-2.067112,-0.7352,-1.76179,-2.067112,-0.7352,-1.76179,0,0
T000036,alpha,BN,binder_void,0,0,0,0.284778,0.0975,0.20228,0.362682,127.718
T000036,alpha,binder_void,BN,0.284778,0.0975,0.20228,0.313928,0.1074,0.22307,0.0371534,4.3613
T000036,alpha,BN,binder_void,0.313928,0.1074,0.22307,0.616398,0.21,0.43854,0.38531,143.807
T000036,alpha,binder_void,BN,0.616398,0.21,0.43854,0.787418,0.2704,0.55966,0.218087,31.3227
T000036,alpha,BN,binder_void,0.787418,0.2704,0.55966,1.543978,0.5367,1.09355,0.963699,392.612
T000036,alpha,binder_void,ZnS,1.543978,0.5367,1.09355,1.563278,0.5431,1.10707,0.0244433,4.42796
T000036,alpha,ZnS,ZnS,1.563278,0.5431,1.10707,4.356478,1.4783,3.06676,3.60825,765.751
T000036,alpha,ZnS,ZnS,4.356478,1.4783,3.06676,4.356478,1.4783,3.06676,0,0
T000037,Li7,BN,binder_void,0,0,0,0.1328,0.08103,0.77072,0.786875,440.898
T000037,Li7,binder_void,BN,0.1328,0.08103,0.77072,0.2069,0.10701,1.13601,0.373801,51.0994
T000037,Li7,BN,binder_void,0.2069,0.10701,1.13601,0.31,0.14619,1.59893,0.47699,203.198
T000037,Li7,binder_void,BN,0.31,0.14619,1.59893,0.3863,0.20623,1.98126,0.395718,38.7044
T000037,Li7,BN,binder_void,0.3863,0.20623,1.98126,0.4553,0.29905,2.40482,0.44881,90.409
T000037,Li7,binder_void,binder_void,0.4553,0.29905,2.40482,0.5046,0.28841,2.55985,0.175903,10.3941
T000037,Li7,binder_void,binder_void,0.5046,0.28841,2.55985,0.4803,0.2829,2.67476,0.228191,6.17255
T000037,Li7,binder_void,binder_void,0.4803,0.2829,2.67476,0.4803,0.2829,2.67476,0,0
T000038,alpha,BN,binder_void,0,0,0,-0.0025,-0.00155,-0.01468,0.0149712,5.04884
T000038,alpha,binder_void,ZnS,-0.0025,-0.00155,-0.01468,-0.1471,-0.08999,-0.851965,0.8543,128.328
T000038,alpha,ZnS,binder_void,-0.1471,-0.08999,-0.851965,-0.4977,-0.32124,-2.90935,2.10503,820.686
T000038,alpha,binder_void,BN,-0.4977,-0.32124,-2.90935,-0.5023,-0.32147,-2.9348,0.0258755,5.47244
T000038,alpha,BN,binder_void,-0.5023,-0.32147,-2.9348,-0.6041,-0.32637,-3.48646,0.561312,247.928
T000038,alpha,binder_void,BN,-0.6041,-0.32637,-3.48646,-0.6138,-0.32738,-3.56431,0.0784636,12.7807
T000038,alpha,BN,binder_void,-0.6138,-0.32738,-3.56431,-0.7173,-0.3318,-4.40932,0.854847,145.251
T000038,alpha,binder_void,BN,-0.7173,-0.3318,-4.40932,-0.7189,-0.33018,-4.43394,0.0247308,1.42248
T000038,alpha,BN,binder_void,-0.7189,-0.33018,-4.43394,-0.768,-0.27732,-5.15236,0.740795,60.6263
T000038,alpha,binder_void,ZnS,-0.768,-0.27732,-5.15236,-0.8039,-0.21785,-5.29811,0.162385,6.57821
T000038,alpha,ZnS,ZnS,-0.8039,-0.21785,-5.29811,-0.8043,-0.11656,-5.44291,0.202477,35.8788
T000038,alpha,ZnS,ZnS,-0.8043,-0.11656,-5.44291,-0.8043,-0.11656,-5.44291,0,0
T000039,Li7,BN,binder_void,0,0,0,0.002,-0.01627,-0.00647,0.0176092,11.0634
T000039,Li7,binder_void,ZnS,0.002,-0.01627,-0.00647,0.0617,-0.50408,-0.200033,0.528288,92.1433
T000039,Li7,ZnS,ZnS,0.0617,-0.50408,-0.200033,0.4546,-1.92655,-0.768915,1.59267,663.208
T000039,Li7,ZnS,ZnS,0.4546,-1.92655,-0.768915,0.7373,-2.34996,-0.866052,0.984665,73.5853
T000039,Li7,ZnS,ZnS,0.7373,-2.34996,-0.866052,0.7373,-2.34996,-0.866052,0,0
T000040,alpha,BN,binder_void,0,0,0,-0.0736,0.61732,0.24567,0.668537,239.486
T000040,alpha,binder_void,BN,-0.0736,0.61732,0.24567,-0.1352,1.160711,0.45926,0.587123,88.9642
T000040,alpha,BN,binder_void,-0.1352,1.160711,0.45926,-0.2137,1.788837,0.68209,0.671192,294.366
T000040,alpha,binder_void,ZnS,-0.2137,1.788837,0.68209,-0.2488,2.057461,0.78151,0.28859,57.3448
T000040,alpha,ZnS,ZnS,-0.2488,2.057461,0.78151,-0.6877,5.41281,2.02411,3.67386,789.839
T000040,alpha,ZnS,ZnS,-0.6877,5.41281,2.02411,-0.6877,5.41281,2.02411,0,0
T000041,Li7,BN,binder_void,0,0,0,-0.0929,-0.1324,0.03721,0.16604,107.86
T000041,Li7,binder_void,BN,-0.0929,-0.1324,0.03721,-0.4597,-0.673,0.17426,0.667647,117.566
T000041,Li7,BN,binder_void,-0.4597,-0.673,0.17426,-0.619,-0.9092,0.23461,0.291357,164.398
T000041,Li7,binder_void,BN,-0.619,-0.9092,0.23461,-0.7083,-1.0351,0.26875,0.158093,26.2882
T000041,Li7,BN,binder_void,-0.7083,-1.0351,0.26875,-1.2153,-1.784,0.46998,0.930091,310.664
T000041,Li7,binder_void,BN,-1.2153,-1.784,0.46998,-1.3458,-1.987,0.53021,0.249429,18.7722
T000041,Li7,BN,BN,-1.3458,-1.987,0.53021,-1.6721,-2.5702,0.70279,0.733584,94.4512
T000041,Li7,BN,BN,-1.6721,-2.5702,0.70279,-1.6721,-2.5702,0.70279,0,0
T000042,alpha,BN,binder_void,0,0,0,0.1015,0.1446,-0.04062,0.181261,61.0601
T000042,alpha,binder_void,ZnS,0.1015,0.1446,-0.04062,0.1928,0.2759,-0.07767,0.164168,23.201
T000042,alpha,ZnS,ZnS,0.1928,0.2759,-0.07767,2.6726,3.8215,-1.0822,4.47071,1385.74
T000042,alpha,ZnS,ZnS,2.6726,3.8215,-1.0822,2.6726,3.8215,-1.0822,0,0
T000043,Li7,BN,binder_void,0,0,0,0.4579,0.0599,-0.12952,0.479879,300.026
T000043,Li7,binder_void,BN,0.4579,0.0599,-0.12952,1.257,0.1391,-0.34227,0.831176,124.822
T000043,Li7,BN,binder_void,1.257,0.1391,-0.34227,1.9849,0.2142,-0.55666,0.764764,296.004
T000043,Li7,binder_void,BN,1.9849,0.2142,-0.55666,2.1174,0.2117,-0.59612,0.138482,11.7296
T000043,Li7,BN,BN,2.1174,0.2117,-0.59612,2.8291,0.1938,-0.83105,0.78978,107.419
T000043,Li7,BN,BN,2.8291,0.1938,-0.83105,2.8291,0.1938,-0.83105,0,0
T000044,alpha,BN,binder_void,0,0,0,-0.0599,-0.0078,0.01694,0.0627351,19.7909
T000044,alpha,binder_void,BN,-0.0599,-0.0078,0.01694,-0.2561,-0.0329,0.0721,0.205349,28.7144
T000044,alpha,BN,binder_void,-0.2561,-0.0329,0.0721,-0.7848,-0.0939,0.21928,0.552198,212.405
T000044,alpha,binder_void,BN,-0.7848,-0.0939,0.21928,-2.29557,-0.2643,0.64181,1.57818,240.796
T000044,alpha,BN,binder_void,-2.29557,-0.2643,0.64181,-3.22955,-0.3644,0.892407,0.972478,428.861
T000044,alpha,binder_void,ZnS,-3.22955,-0.3644,0.892407,-3.7969,-0.4381,1.043624,0.591875,108.778
T000044,alpha,ZnS,binder_void,-3.7969,-0.4381,1.043624,-5.71845,-0.6944,1.557257,2.05267,407.881
T000044,alpha,binder_void,ZnS,-5.71845,-0.6944,1.557257,-5.71845,-0.6944,1.557257,0,0
T000044,alpha,ZnS,ZnS,-5.71845,-0.6944,1.557257,-5.82174,-0.7163,1.660693,0.176437,2.48957
T000044,alpha,ZnS,binder_void,-5.82174,-0.7163,1.660693,-5.89622,-0.7227,1.72036,0.120717,16.8977
T000044,alpha,binder_void,ZnS,-5.89622,-0.7227,1.72036,-5.89622,-0.7227,1.72036,0,0
T000044,alpha,ZnS,ZnS,-5.89622,-0.7227,1.72036,-5.90002,-0.7077,1.730247,0.0758033,1.1786
T000044,alpha,ZnS,ZnS,-5.90002,-0.7077,1.730247,-5.90218,-0.6981,1.734431,0.0574211,2.20822
T000044,alpha,ZnS,ZnS,-5.90218,-0.6981,1.734431,-5.90218,-0.6981,1.734431,0,0
T000045,Li7,BN,binder_void,0,0,0,-0.00436,0.00128,-0.00135,0.00473249,3.59694
T000045,Li7,binder_void,ZnS,-0.00436,0.00128,-0.00135,-0.48393,0.14155,-0.15167,0.521874,87.5809
T000045,Li7,ZnS,ZnS,-0.48393,0.14155,-0.15167,-2.0074,0.40797,-0.49887,1.59587,650.03
T000045,Li7,ZnS,ZnS,-2.0074,0.40797,-0.49887,-2.66955,0.25252,-0.71636,1.12678,118.171
T000045,Li7,ZnS,ZnS,-2.66955,0.25252,-0.71636,-2.66955,0.25252,-0.71636,0,0
T000046,alpha,BN,binder_void,0,0,0,0.80064,-0.23466,0.24784,0.870468,350.752
T000046,alpha,binder_void,ZnS,0.80064,-0.23466,0.24784,1.32874,-0.39806,0.4145,0.577401,91.5288
T000046,alpha,ZnS,binder_void,1.32874,-0.39806,0.4145,3.707926,-1.12859,1.18538,2.61986,806.173
T000046,alpha,binder_void,BN,3.707926,-1.12859,1.18538,4.217408,-1.264944,1.32638,0.546419,76.9459
T000046,alpha,BN,BN,4.217408,-1.264944,1.32638,4.94409,-1.501512,1.49963,0.79341,144.601
T000046,alpha,BN,BN,4.94409,-1.501512,1.49963,4.94409,-1.501512,1.49963,0,0
T000047,Li7,BN,binder_void,0,0,0,0.33273,-0.04839,0.44405,0.557278,349.983
T000047,Li7,binder_void,BN,0.33273,-0.04839,0.44405,0.45473,-0.06367,0.60382,0.201635,34.8324
T000047,Li7,BN,binder_void,0.45473,-0.06367,0.60382,1.03027,-0.13258,1.35781,0.954332,370.079
T000047,Li7,binder_void,BN,1.03027,-0.13258,1.35781,1.04704,-0.14097,1.38176,0.030431,2.51524
T000047,Li7,BN,BN,1.04704,-0.14097,1.38176,1.41611,-0.32549,1.9106,0.732588,82.5907
T000047,Li7,BN,BN,1.41611,-0.32549,1.9106,1.41611,-0.32549,1.9106,0,0
T000048,alpha,BN,binder_void,0,0,0,-0.00442,0.00065,-0.0059,0.00739508,1.83664
T000048,alpha,binder_void,ZnS,-0.00442,0.00065,-0.0059,-0.19969,0.02919,-0.26686,0.327182,49.1625
T000048,alpha,ZnS,binder_void,-0.19969,0.02919,-0.26686,-3.01066,0.44525,-4.02838,4.74659,1275.52
T000048,alpha,binder_void,BN,-3.01066,0.44525,-4.02838,-3.75981,0.64523,-4.38958,0.858295,125.882
T000048,alpha,BN,binder_void,-3.75981,0.64523,-4.38958,-3.81566,0.65808,-4.42418,0.0694885,5.6818
T000048,alpha,binder_void,BN,-3.81566,0.65808,-4.42418,-3.86237,0.658,-4.44858,0.0537388,0.340686
T000048,alpha,BN,BN,-3.86237,0.658,-4.44858,-3.95227,0.66075,-4.46248,0.0957759,2.37536
T000048,alpha,BN,BN,-3.95227,0.66075,-4.46248,-4.03342,0.63053,-4.44348,0.0955927,3.41363
T000048,alpha,BN,BN,-4.03342,0.63053,-4.44348,-4.03598,0.56445,-4.38698,0.10195,5.78315
T000048,alpha,BN,BN,-4.03598,0.56445,-4.38698,-4.03598,0.56445,-4.38698,0,0
T000049,Li7,BN,binder_void,0,0,0,0.672,0.416724,0.2576,0.83231,516.309
T000049,Li7,binder_void,BN,0.672,0.416724,0.2576,0.8478,0.530977,0.31,0.216208,25.7686
T000049,Li7,BN,binder_void,0.8478,0.530977,0.31,1.3026,0.82708,0.4498,0.562633,217.14
T000049,Li7,binder_void,binder_void,1.3026,0.82708,0.4498,2.5558,1.560598,0.4691,1.50985,80.7828
T000049,Li7,binder_void,binder_void,2.5558,1.560598,0.4691,2.5558,1.560598,0.4691,0,0
T000050,alpha,BN,binder_void,0,0,0,-0.0751,-0.04655,-0.0287,0.0928933,29.4908
T000050,alpha,binder_void,BN,-0.0751,-0.04655,-0.0287,-0.5142,-0.32048,-0.196,0.543932,80.2043
T000050,alpha,BN,binder_void,-0.5142,-0.32048,-0.196,-1.2505,-0.77376,-0.4799,0.910177,380.038
T000050,alpha,binder_void,BN,-1.2505,-0.77376,-0.4799,-1.3819,-0.8527,-0.5305,0.161426,25.2517
T000050,alpha,BN,binder_void,-1.3819,-0.8527,-0.5305,-1.9124,-1.17197,-0.7353,0.652333,290.212
T000050,alpha,binder_void,BN,-1.9124,-1.17197,-0.7353,-2.9322,-1.79105,-1.1411,1.26042,229.149
T000050,alpha,BN,binder_void,-2.9322,-1.79105,-1.1411,-3.662,-2.28885,-1.4355,0.932558,315.326
T000050,alpha,binder_void,BN,-3.662,-2.28885,-1.4355,-3.85894,-2.42917,-1.5125,0.254047,20.0578
T000050,alpha,BN,binder_void,-3.85894,-2.42917,-1.5125,-4.3724,-2.77561,-1.6972,0.659955,82.4859
T000050,alpha,binder_void,binder_void,-4.3724,-2.77561,-1.6972,-4.68306,-2.91829,-2.0721,0.535345,4.39892
T000050,alpha,binder_void,binder_void,-4.68306,-2.91829,-2.0721,-4.85898,-3.07379,-2.5393,0.589829,14.9019
T000050,alpha,binder_void,binder_void,-4.85898,-3.07379,-2.5393,-4.85898,-3.07379,-2.5393,0,0
T000051,Li7,BN,binder_void,0,0,0,-0.0437,0.213696,-0.029,0.220067,138.655
T000051,Li7,binder_void,BN,-0.0437,0.213696,-0.029,-0.1167,0.592627,-0.0795,0.389255,64.382
T000051,Li7,BN,binder_void,-0.1167,0.592627,-0.0795,-0.2275,1.1701368,-0.151,0.592941,323.049
T000051,Li7,binder_void,BN,-0.2275,1.1701368,-0.151,-0.3452,1.9027,-0.2217,0.7464,92.6512
T000051,Li7,BN,binder_void,-0.3452,1.9027,-0.2217,-0.5225,2.70249,-0.3284,0.836255,173.698
T000051,Li7,binder_void,binder_void,-0.5225,2.70249,-0.3284,-0.7872,3.53487,-0.2445,0.9476,56.2473
T000051,Li7,binder_void,binder_void,-0.7872,3.53487,-0.2445,-0.7872,3.53487,-0.2445,0,0
T000052,alpha,BN,binder_void,0,0,0,0.0696,-0.341,0.0463,0.35111,128.504
T000052,alpha,binder_void,BN,0.0696,-0.341,0.0463,0.6001,-2.88033,0.4002,2.6186,403.078
T000052,alpha,BN,binder_void,0.6001,-2.88033,0.4002,0.7786,-3.8157,0.5345,0.961988,404.15
T000052,alpha,binder_void,outside,0.7786,-3.8157,0.5345,1.309,-6.4829,0.9098,2.74803,315.124
T000053,Li7,BN,binder_void,0,0,0,-0.00093,-0.0018,-0.01105,0.0112201,6.02361
T000053,Li7,binder_void,BN,-0.00093,-0.0018,-0.01105,-0.02389,-0.0455,-0.28785,0.281203,49.5196
T000053,Li7,BN,binder_void,-0.02389,-0.0455,-0.28785,-0.06195,-0.1406,-0.89701,0.618126,374.627
T000053,Li7,binder_void,BN,-0.06195,-0.1406,-0.89701,-0.07593,-0.1911,-1.1505,0.258909,41.5408
T000053,Li7,BN,binder_void,-0.07593,-0.1911,-1.1505,-0.08263,-0.2207,-1.2953,0.148038,73.0115
T000053,Li7,binder_void,BN,-0.08263,-0.2207,-1.2953,-0.1268,-0.4953,-2.67574,1.41295,155.539
T000053,Li7,BN,BN,-0.1268,-0.4953,-2.67574,-0.31149,-0.6699,-3.44416,0.835857,139.739
T000053,Li7,BN,BN,-0.31149,-0.6699,-3.44416,-0.31149,-0.6699,-3.44416,0,0
T000054,alpha,BN,binder_void,0,0,0,0.05212,0.0976,0.62277,0.632586,245.609
T000054,alpha,binder_void,ZnS,0.05212,0.0976,0.62277,0.09835,0.1902,1.2091,0.595425,94.0272
T000054,alpha,ZnS,binder_void,0.09835,0.1902,1.2091,0.40914,0.837,4.572043,3.46195,977.214
T000054,alpha,binder_void,BN,0.40914,0.837,4.572043,0.39837,0.9684,4.999118,0.447604,52.6863
T000054,alpha,BN,BN,0.39837,0.9684,4.999118,0.38442,1.1492,5.514396,0.554654,100.463
T000054,alpha,BN,BN,0.38442,1.1492,5.514396,0.38442,1.1492,5.514396,0,0
T000055,Li7,BN,binder_void,0,0,0,-0.02156,-0.0054,0.01365,0.0260856,18.6158
T000055,Li7,binder_void,BN,-0.02156,-0.0054,0.01365,-0.1455,-0.0345,0.09128,0.149121,23.4635
T000055,Li7,BN,binder_void,-0.1455,-0.0345,0.09128,-0.89013,-0.2112,0.55841,0.897518,483.155
T000055,Li7,binder_void,binder_void,-0.89013,-0.2112,0.55841,-2.343542,-0.57,1.55281,1.80271,185.477
T000055,Li7,binder_void,BN,-2.343542,-0.57,1.55281,-2.5620422,-0.6408,1.70297,0.275137,20.3987
T000055,Li7,BN,BN,-2.5620422,-0.6408,1.70297,-3.180637,-0.9331,2.10526,0.843694,108.889
T000055,Li7,BN,BN,-3.180637,-0.9331,2.10526,-3.180637,-0.9331,2.10526,0,0
T000056,alpha,BN,binder_void,0,0,0,0.22487,0.0564,-0.14237,0.272081,104.406
T000056,alpha,binder_void,BN,0.22487,0.0564,-0.14237,1.32551,0.3364,-0.83959,1.33272,191.794
T000056,alpha,BN,binder_void,1.32551,0.3364,-0.83959,1.78527,0.4547,-1.13771,0.560662,225.717
T000056,alpha,binder_void,BN,1.78527,0.4547,-1.13771,1.94593,0.4973,-1.23972,0.19502,34.3981
T000056,alpha,BN,binder_void,1.94593,0.4973,-1.23972,2.74031,0.7092,-1.74561,0.965659,446.033
T000056,alpha,binder_void,BN,2.74031,0.7092,-1.74561,2.82734,0.7289,-1.80028,0.104645,18.3666
T000056,alpha,BN,binder_void,2.82734,0.7289,-1.80028,3.24078,0.8231,-2.05885,0.49697,220.006
T000056,alpha,binder_void,BN,3.24078,0.8231,-2.05885,3.79794,0.9215,-2.39177,0.657132,113.948
T000056,alpha,BN,binder_void,3.79794,0.9215,-2.39177,4.159,0.9763,-2.58529,0.416493,115.327
T000056,alpha,binder_void,binder_void,4.159,0.9763,-2.58529,4.16883,0.9774,-2.59062,0.0112405,0.00445272
T000056,alpha,binder_void,binder_void,4.16883,0.9774,-2.59062,4.16883,0.9774,-2.59062,0,0
T000057,Li7,BN,binder_void,0,0,0,0.05552,0.034467,0.218236,0.22784,147.709
T000057,Li7,binder_void,BN,0.05552,0.034467,0.218236,0.06966,0.043188,0.271417,0.0557165,10.0807
T000057,Li7,BN,binder_void,0.06966,0.043188,0.271417,0.26632,0.161687,1.005931,0.770137,439.639
T000057,Li7,binder_void,BN,0.26632,0.161687,1.005931,0.31719,0.178961,1.162018,0.165102,22.9911
T000057,Li7,BN,binder_void,0.31719,0.178961,1.162018,0.55645,0.248343,1.918221,0.799024,358.393
T000057,Li7,binder_void,BN,0.55645,0.248343,1.918221,0.72095,0.2665,2.157471,0.301977,13.0175
T000057,Li7,BN,BN,0.72095,0.2665,2.157471,0.78433,0.223621,2.249791,0.12595,12.2002
T000057,Li7,BN,BN,0.78433,0.223621,2.249791,0.80594,0.154122,2.322411,0.122728,8.01594
T000057,Li7,BN,BN,0.80594,0.154122,2.322411,0.80676,0.151218,2.321691,0.078668,0.953164
T000057,Li7,BN,BN,0.80676,0.151218,2.321691,0.80676,0.151218,2.321691,0,0
T000058,alpha,BN,binder_void,0,0,0,-0.08658,-0.053764,-0.340405,0.355347,115.089
T000058,alpha,binder_void,BN,-0.08658,-0.053764,-0.340405,-0.09026,-0.056119,-0.355021,0.0152541,0.86905
T000058,alpha,BN,binder_void,-0.09026,-0.056119,-0.355021,-0.26326,-0.167188,-1.043079,0.718173,245.258
T000058,alpha,binder_void,BN,-0.26326,-0.167188,-1.043079,-0.52222,-0.3308598,-2.053739,1.05612,147.63
T000058,alpha,BN,binder_void,-0.52222,-0.3308598,-2.053739,-0.77076,-0.490593,-2.997669,0.989279,430.418
T000058,alpha,binder_void,BN,-0.77076,-0.490593,-2.997669,-0.96981,-0.612838,-3.728839,0.767648,133.141
T000058,alpha,BN,binder_void,-0.96981,-0.612838,-3.728839,-1.2002,-0.739342,-4.563999,0.875996,393.876
T000058,alpha,binder_void,BN,-1.2002,-0.739342,-4.563999,-1.35574,-0.821544,-5.125859,0.589059,93.9161
T000058,alpha,BN,BN,-1.35574,-0.821544,-5.125859,-1.56644,-0.975085,-5.994189,0.912354,215.804
T000058,alpha,BN,BN,-1.56644,-0.975085,-5.994189,-1.56644,-0.975085,-5.994189,0,0
T000059,Li7,BN,binder_void,0,0,0,-0.05268,-0.119239,-0.090778,0.158875,98.8997
T000059,Li7,binder_void,BN,-0.05268,-0.119239,-0.090778,-0.11463,-0.2699662,-0.202883,0.197811,34.8786
T000059,Li7,BN,binder_void,-0.11463,-0.2699662,-0.202883,-0.35392,-0.856228,-0.629409,0.76428,423.084
T000059,Li7,binder_void,BN,-0.35392,-0.856228,-0.629409,-0.41887,-1.012272,-0.754489,0.210367,26.3992
T000059,Li7,BN,binder_void,-0.41887,-1.012272,-0.754489,-0.56216,-1.352599,-1.030059,0.462621,149.578
T000059,Li7,binder_void,BN,-0.56216,-1.352599,-1.030059,-0.57865,-1.405649,-1.070869,0.069001,5.78784
T000059,Li7,BN,BN,-0.57865,-1.405649,-1.070869,-0.72049,-1.929219,-1.479499,0.712738,101.373
T000059,Li7,BN,BN,-0.72049,-1.929219,-1.479499,-0.72049,-1.929219,-1.479499,0,0
T000060,alpha,BN,binder_void,0,0,0,0.16902,0.382499,0.291201,0.509614,201.174
T000060,alpha,binder_void,BN,0.16902,0.382499,0.291201,0.20198,0.456432,0.346661,0.0981253,15.8938
T000060,alpha,BN,binder_void,0.20198,0.456432,0.346661,0.52092,1.171621,0.881288,0.948354,399.237
T000060,alpha,binder_void,BN,0.52092,1.171621,0.881288,0.62035,1.412391,1.063644,0.317991,54.6339
T000060,alpha,BN,binder_void,0.62035,1.412391,1.063644,0.72046,1.657571,1.251724,0.324861,155.565
T000060,alpha,binder_void,BN,0.72046,1.657571,1.251724,0.76067,1.755231,1.316545,0.123924,23.4253
T000060,alpha,BN,binder_void,0.76067,1.755231,1.316545,1.05728,2.476921,1.797751,0.91736,423.326
T000060,alpha,binder_void,BN,1.05728,2.476921,1.797751,1.22048,2.911331,2.069191,0.538199,78.6596
T000060,alpha,BN,BN,1.22048,2.911331,2.069191,1.46869,3.548861,2.463641,0.807877,118.085
T000060,alpha,BN,BN,1.46869,3.548861,2.463641,1.46869,3.548861,2.463641,0,0
T000061,Li7,BN,binder_void,0,0,0,-0.2468,0.2309,-0.8163,0.884305,524.51
T000061,Li7,binder_void,ZnS,-0.2468,0.2309,-0.8163,-0.327,0.3253,-1.17851,0.383055,47.8457
T000061,Li7,ZnS,ZnS,-0.327,0.3253,-1.17851,-0.2061,0.4779,-2.51461,1.4068,267.644
T000061,Li7,ZnS,ZnS,-0.2061,0.4779,-2.51461,-0.2061,0.4779,-2.51461,0,0
T000062,alpha,BN,binder_void,0,0,0,0.0206,-0.0193,0.06841,0.0740455,31.6302
T000062,alpha,binder_void,BN,0.0206,-0.0193,0.06841,0.2301,-0.2137,0.75866,0.747103,105.764
T000062,alpha,BN,binder_void,0.2301,-0.2137,0.75866,0.3009,-0.2785,0.99004,0.250481,90.3431
T000062,alpha,binder_void,BN,0.3009,-0.2785,0.99004,0.3312,-0.3061,1.08953,0.107614,15.5195
